piece	div1_nom	div1_num	div2_nom	div2_num	pos	id	nom	texte	didascalie
Macbeth	Act 5	5	Scene 4	24	645	Malcolm	Malcolm	                        <l xml:id="sha-mac504010F" n="10">              'Tis his main hope:            </l>                        <l xml:id="sha-mac504011" n="11">              For where there is advantage to be given,            </l>                        <l xml:id="sha-mac504012" n="12">              Both more and less have given him the revolt,            </l>                        <l xml:id="sha-mac504013" n="13">              And none serve with him but constrained things            </l>                        <l xml:id="sha-mac504014I" n="14">              Whose hearts are absent too.            </l>                    	
Macbeth	Act 5	5	Scene 4	24	646	Macduff	Macduff	                        <l xml:id="sha-mac504014F" n="14">              Let our just censures            </l>                        <l xml:id="sha-mac504015" n="15">              Attend the true event, and put we on            </l>                        <l xml:id="sha-mac504016I" n="16">              Industrious soldiership.            </l>                    	
Macbeth	Act 5	5	Scene 4	24	647	Siward	Siward	                        <l xml:id="sha-mac504016F" n="16">              The time approaches            </l>                        <l xml:id="sha-mac504017" n="17">              That will with due decision make us know            </l>                        <l xml:id="sha-mac504018" n="18">              What we shall say we have and what we owe.            </l>                        <l xml:id="sha-mac504019" n="19">              Thoughts speculative their unsure hopes relate,            </l>                        <l xml:id="sha-mac504020" n="20">              But certain issue strokes must arbitrate:            </l>                        <l xml:id="sha-mac504021" n="21">              Towards which advance the war.              <didascalie>Exeunt, marching.</didascalie></l>                    	
Macbeth	Act 5	5	__none__	__none__	648	__none__	__none__	__none__	Dunsinane. Within the castle.
Macbeth	Act 5	5	__none__	__none__	649	__none__	__none__	__none__	Enter MACBETH, SEYTON, and Soldiers, with drum and colours.
Macbeth	Act 5	5	Scene 5	25	650	Macbeth	Macbeth	                        <l xml:id="sha-mac505001" n="1">              Hang out our banners on the outward walls;            </l>                        <l xml:id="sha-mac505002" n="2">              The cry is still “They come:” our castle's strength            </l>                        <l xml:id="sha-mac505003" n="3">              Will laugh a siege to scorn: here let them lie            </l>                        <l xml:id="sha-mac505004" n="4">              Till famine and the ague eat them up:            </l>                        <l xml:id="sha-mac505005" n="5">              Were they not forced with those that should be ours,            </l>                        <l xml:id="sha-mac505006" n="6">              We might have met them dareful, beard to beard,            </l>                        <l xml:id="sha-mac505007" n="7">              And beat them backward home.               <didascalie>A cry of women within.</didascalie></l>                    	
Macbeth	Act 5	5	Scene 5	25	651	Seyton	Seyton	                        <l xml:id="sha-mac505008" n="8">              It is the cry of women, my good lord.              <didascalie>Exit.</didascalie></l>                    	
Macbeth	Act 5	5	Scene 5	25	652	Macbeth	Macbeth	                        <l xml:id="sha-mac505009" n="9">              I have almost forgot the taste of fears:            </l>                        <l xml:id="sha-mac505010" n="10">              The time has been, my senses would have cooled            </l>                        <l xml:id="sha-mac505011" n="11">              To hear a night-shriek; and my fell of hair            </l>                        <l xml:id="sha-mac505012" n="12">              Would at a dismal treatise rouse and stir            </l>                        <l xml:id="sha-mac505013" n="13">              As life were in't: I have supped full with horrors;            </l>                        <l xml:id="sha-mac505014" n="14">              Direness, familiar to my slaughterous thoughts,            </l>                        <l xml:id="sha-mac505015" n="15">              Cannot once start me.               <didascalie>Re-enter SEYTON.</didascalie></l>                    	
Macbeth	Act 5	5	Scene 5	25	653	Seyton	Seyton	                        <l xml:id="sha-mac505016" n="16">              The queen, my lord, is dead.            </l>                    	
Macbeth	Act 5	5	Scene 5	25	654	Macbeth	Macbeth	                        <l xml:id="sha-mac505017" n="17">              She should have died hereafter;            </l>                        <l xml:id="sha-mac505018" n="18">              There would have been a time for such a word.            </l>                        <l xml:id="sha-mac505019" n="19">              To-morrow, and to-morrow, and to-morrow,            </l>                        <l xml:id="sha-mac505020" n="20">              Creeps in this petty pace from day to day            </l>                        <l xml:id="sha-mac505021" n="21">              To the last syllable of recorded time,            </l>                        <l xml:id="sha-mac505022" n="22">              And all our yesterdays have lighted fools            </l>                        <l xml:id="sha-mac505023" n="23">              The way to dusty death. Out, out, brief candle!            </l>                        <l xml:id="sha-mac505024" n="24">              Life's but a walking shadow, a poor player            </l>                        <l xml:id="sha-mac505025" n="25">              That struts and frets his hour upon the stage            </l>                        <l xml:id="sha-mac505026" n="26">              And then is heard no more: it is a tale            </l>                        <l xml:id="sha-mac505027" n="27">              Told by an idiot, full of sound and fury,            </l>                        <l xml:id="sha-mac505028" n="28">              Signifying nothing.            </l>                        <didascalie>Enter a Messenger.</didascalie><l xml:id="sha-mac505029" n="29">              Thou comest to use thy tongue; thy story quickly.            </l>                    	
Macbeth	Act 5	5	Scene 5	25	655	mac-mess.	Messenger	                        <l xml:id="sha-mac505030" n="30">              Gracious my lord,            </l>                        <l xml:id="sha-mac505031" n="31">              I should report that which I say I saw,            </l>                        <l xml:id="sha-mac505032I" n="32">              But know not how to do't.            </l>                    	
Macbeth	Act 5	5	Scene 5	25	656	Macbeth	Macbeth	                        <l xml:id="sha-mac505032F" n="32">              Well, say, sir.            </l>                    	
